ResourceId,BilledCost
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/BCDRDEMO_BARCO/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/DAILYBACKUPREPORTBARCODEMO,0.0187896741151816
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/CHATGPTTEST-RG/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/CHATGPTTEST321645,0.0022803116440784396
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S,0.00024000000000000003
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S/PIPELINES/MSEXPORTS_ETL_INGESTION,1.1463583333333336
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S/PIPELINES/MSEXPORTS_EXECUTEETL,0.035
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S/TRIGGERS/MSEXPORTS_FILEADDED,0.035
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.DASHBOARD/GRAFANA/MGMTDASHBOARDGRAFANA,64.08
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/DATAFACTORYNCKN4FODIFSNW,0.00024000000000000003
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/TEST,0.027675753593443198
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEAPPCUSTOMTEST,0.00081219499856192
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEREDUCTIONAPP,0.0034436029955769998
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEREDUCTIONAPPNEW,0.0068104001939308404
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEREDUCTIONAPPSES,0.006960635893048041
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/RG-STARTSTOPV2/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/STSTV2_VMS_AUTOSTOP,0.017366860893369758
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/RG-STARTSTOPV2/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/STSTV2_VMS_SCHEDULED_STOP,0.00290871852040316
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/RG-TUBDEMOS/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/APICENTERCOSTREPORT,0.00045173504650588
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/Default-ActivityLogAlerts/providers/microsoft.insights/actionGroups/AGManager,0.00024
