ResourceId,BilledCost
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/CHATGPTTEST-RG/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/CHATGPTTEST321645,0.0022803129851829596
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S,0.00024000000000000003
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S/PIPELINES/MSEXPORTS_ETL_INGESTION,1.146304166666667
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S/PIPELINES/MSEXPORTS_EXECUTEETL,0.035
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/FINOPS-HUB021/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/FINOPS-HUB021-ENGINE-75WQMMUBTDX2S/TRIGGERS/MSEXPORTS_FILEADDED,0.035
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.DASHBOARD/GRAFANA/MGMTDASHBOARDGRAFANA,64.08
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/DATAFACTORYNCKN4FODIFSNW,0.00024000000000000003
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/TEST,0.027675753593443198
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEAPPCUSTOMTEST,0.0008121906399723201
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEREDUCTIONAPP,0.0034435962900545196
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEREDUCTIONAPPNEW,0.00458607892841212
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/MGMT/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/WASTEREDUCTIONAPPSES,0.00458607490509856
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/RG-STARTSTOPV2/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/STSTV2_VMS_AUTOSTOP,0.01252029506266192
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/RG-STARTSTOPV2/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/STSTV2_VMS_SCHEDULED_STOP,0.00210628307461776
/SUBSCRIPTIONS/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/RESOURCEGROUPS/RG-TUBDEMOS/PROVIDERS/MICROSOFT.LOGIC/WORKFLOWS/APICENTERCOSTREPORT,0.00045173504650587997
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/Default-ActivityLogAlerts/providers/microsoft.insights/actionGroups/AGManager,0.00024
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/Default-ActivityLogAlerts/providers/microsoft.insights/actionGroups/AGOwner,0.00012000000000000002
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql,14.516129032258066
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql/databases/costopttestdb,33.875412500000024
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql/databases/hsdemo,34.733655494623655
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql/databases/hsdemo_NamedReplicaro1,34.559272
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql/databases/hssqldbtest,0.4059074301075269
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql/databases/onpremdgwsql,33.95608333333336
/subscriptions/38C26C07-CCCE-4839-B504-CDDAC8E5B09D/resourceGroups/myResourceGroup/providers/Microsoft.Sql/servers/onpremdgwtessql/databases/sqldbtest,0.4059074301075269
